"timestamp","location.lat","location.long","height.above.ellipsoid","modis-land/MOD13A1.006/500m 16 days NDVI"
"2014-01-01 00:00:00.000","38.8","-77.12","","0.2966356925496881"
"2014-01-01 00:00:00.000","38.8051282051282","-77.12","","0.2519947474007238"
"2014-01-01 00:00:00.000","38.8102564102564","-77.12","","0.3133070312320691"
"2014-01-01 00:00:00.000","38.8153846153846","-77.12","","0.3807332016599916"
"2014-01-01 00:00:00.000","38.8205128205128","-77.12","","0.41041280431723487"
"2014-01-01 00:00:00.000","38.825641025641","-77.12","","0.3863162314802144"
"2014-01-01 00:00:00.000","38.8307692307692","-77.12","","0.2858955138823006"
"2014-01-01 00:00:00.000","38.8358974358974","-77.12","","0.3595297242182366"
"2014-01-01 00:00:00.000","38.8410256410256","-77.12","","0.28249379614838127"
"2014-01-01 00:00:00.000","38.8461538461539","-77.12","","0.2604823501254175"
"2014-01-01 00:00:00.000","38.8512820512821","-77.12","","0.23204825736450185"
"2014-01-01 00:00:00.000","38.8564102564103","-77.12","","0.3168686857065595"
"2014-01-01 00:00:00.000","38.8615384615385","-77.12","","0.40624828058491386"
"2014-01-01 00:00:00.000","38.8666666666667","-77.12","","0.4266684557686053"
"2014-01-01 00:00:00.000","38.8717948717949","-77.12","","0.403570465214351"
"2014-01-01 00:00:00.000","38.8769230769231","-77.12","","0.3545295087145449"
"2014-01-01 00:00:00.000","38.8820512820513","-77.12","","0.3603377224150802"
"2014-01-01 00:00:00.000","38.8871794871795","-77.12","","0.37782120220505105"
"2014-01-01 00:00:00.000","38.8923076923077","-77.12","","0.3372138215716822"
"2014-01-01 00:00:00.000","38.8974358974359","-77.12","","0.319330896193399"
"2014-01-01 00:00:00.000","38.9025641025641","-77.12","","0.4768249788613182"
"2014-01-01 00:00:00.000","38.9076923076923","-77.12","","0.5674187163438156"
"2014-01-01 00:00:00.000","38.9128205128205","-77.12","","0.5843400330446445"
"2014-01-01 00:00:00.000","38.9179487179487","-77.12","","0.5284235418277169"
"2014-01-01 00:00:00.000","38.9230769230769","-77.12","","0.47067972076304404"
"2014-01-01 00:00:00.000","38.9282051282051","-77.12","","0.4626690717741057"
"2014-01-01 00:00:00.000","38.9333333333333","-77.12","","0.3876452681228315"
"2014-01-01 00:00:00.000","38.9384615384615","-77.12","","0.3782644900274319"
"2014-01-01 00:00:00.000","38.9435897435897","-77.12","","0.38653009241959446"
"2014-01-01 00:00:00.000","38.948717948718","-77.12","","0.4103069963145716"
"2014-01-01 00:00:00.000","38.9538461538462","-77.12","","0.46054429858535684"
"2014-01-01 00:00:00.000","38.9589743589744","-77.12","","0.5065019504975876"
"2014-01-01 00:00:00.000","38.9641025641026","-77.12","","0.5056362251892373"
"2014-01-01 00:00:00.000","38.9692307692308","-77.12","","0.5136711386887004"
"2014-01-01 00:00:00.000","38.974358974359","-77.12","","0.5507074078180946"
"2014-01-01 00:00:00.000","38.9794871794872","-77.12","","0.4990330343202265"
"2014-01-01 00:00:00.000","38.9846153846154","-77.12","","0.4798676246918756"
"2014-01-01 00:00:00.000","38.9897435897436","-77.12","","0.4814064662560496"
"2014-01-01 00:00:00.000","38.9948717948718","-77.12","","0.45849599915092204"
"2014-01-01 00:00:00.000","39","-77.12","","0.42332881196659566"
"2014-01-01 00:00:00.000","38.8","-77.1146153846154","","0.36580651999155606"
"2014-01-01 00:00:00.000","38.8051282051282","-77.1146153846154","","0.2846876489015924"
"2014-01-01 00:00:00.000","38.8102564102564","-77.1146153846154","","0.3103373385623468"
"2014-01-01 00:00:00.000","38.8153846153846","-77.1146153846154","","0.40697830642136024"
"2014-01-01 00:00:00.000","38.8205128205128","-77.1146153846154","","0.43380410804055736"
"2014-01-01 00:00:00.000","38.825641025641","-77.1146153846154","","0.375429086372519"
"2014-01-01 00:00:00.000","38.8307692307692","-77.1146153846154","","0.26310497909987923"
"2014-01-01 00:00:00.000","38.8358974358974","-77.1146153846154","","0.3054511537385169"
"2014-01-01 00:00:00.000","38.8410256410256","-77.1146153846154","","0.28829642213287987"
"2014-01-01 00:00:00.000","38.8461538461539","-77.1146153846154","","0.27521859679657346"
"2014-01-01 00:00:00.000","38.8512820512821","-77.1146153846154","","0.2906313744119172"
"2014-01-01 00:00:00.000","38.8564102564103","-77.1146153846154","","0.3411975372643954"
"2014-01-01 00:00:00.000","38.8615384615385","-77.1146153846154","","0.43378636772271867"
"2014-01-01 00:00:00.000","38.8666666666667","-77.1146153846154","","0.4018626818917968"
"2014-01-01 00:00:00.000","38.8717948717949","-77.1146153846154","","0.35212835378661195"
"2014-01-01 00:00:00.000","38.8769230769231","-77.1146153846154","","0.31886047808911383"
"2014-01-01 00:00:00.000","38.8820512820513","-77.1146153846154","","0.2839887750769423"
"2014-01-01 00:00:00.000","38.8871794871795","-77.1146153846154","","0.3476365869988729"
"2014-01-01 00:00:00.000","38.8923076923077","-77.1146153846154","","0.36281764845075243"
"2014-01-01 00:00:00.000","38.8974358974359","-77.1146153846154","","0.3798905157983603"
"2014-01-01 00:00:00.000","38.9025641025641","-77.1146153846154","","0.4866937498122612"
"2014-01-01 00:00:00.000","38.9076923076923","-77.1146153846154","","0.538113051513969"
"2014-01-01 00:00:00.000","38.9128205128205","-77.1146153846154","","0.573139331062994"
"2014-01-01 00:00:00.000","38.9179487179487","-77.1146153846154","","0.5193672351883767"
"2014-01-01 00:00:00.000","38.9230769230769","-77.1146153846154","","0.4719235106165948"
"2014-01-01 00:00:00.000","38.9282051282051","-77.1146153846154","","0.39856008867357623"
